397,4.85,7.0,131.61,1016.32,Manta,49.9,tablet
398,8.0,15.6,131.61,2200.0,Lenovo,699.0,laptop
400,4.85,2.4,131.61,1016.32,MaxCom,64.98,smartphone
402,4.0,15.6,131.61,2200.0,Lenovo,499.0,laptop
403,16.0,17.3,131.61,2900.0,MSI,1679.0,laptop
404,16.0,17.3,131.61,2700.0,MSI,1381.0,laptop
405,3.0,5.5,16.0,155.75,Samsung,172.0,smartphone
406,1.0,5.0,8.0,146.25,BlackView,57.9,smartphone
407,3.0,6.0,32.0,162.0,Samsung,209.1,smartphone
408,4.0,5.5,64.0,163.0,Asus,350.0,smartphone
410,1.0,7.0,8.0,330.0,eStar,59.0,tablet
411,1.0,10.1,32.0,556.0,Archos,139.0,tablet
412,8.0,15.6,131.61,2400.0,Lenovo,1019.0,laptop
414,4.0,4.5,64.0,161.0,Blackberry,509.9,smartphone
416,4.0,5.0,64.0,163.0,BlackView,222.5,smartphone
417,4.0,15.6,131.61,1860.0,HP,326.9,laptop
418,2.0,5.0,16.0,150.5,LG,106.47,smartphone
419,8.0,13.3,256.0,1370.0,Apple,1629.0,laptop
422,4.0,15.6,131.61,2300.0,Lenovo,593.93,laptop
423,1.5,5.0,8.0,149.25,Samsung,93.0,smartphone
424,16.0,17.3,131.61,3100.0,MSI,1810.0,laptop
425,2.0,10.1,16.0,535.0,TrekStor,113.0,tablet
426,12.0,15.6,131.61,1990.0,Asus,1244.0,laptop
427,8.0,14.0,131.61,1600.0,HP,609.0,laptop
428,4.0,5.5,64.0,164.0,Xiaomi,220.0,smartphone
429,4.0,5.5,32.0,157.5,Xiaomi,146.95,smartphone
430,1.0,10.1,8.0,533.0,Bitmore,85.0,tablet
432,4.0,15.6,131.61,2100.0,Lenovo,679.0,laptop
433,1.0,5.0,8.0,149.25,MaxCom,84.98,smartphone
434,4.0,11.6,16.0,1230.0,HP,189.0,laptop
435,8.0,15.6,131.61,1900.0,Lenovo,699.0,laptop
437,4.85,2.4,131.61,1016.32,Wiko,41.8,smartphone
438,1.0,10.1,8.0,533.0,Bitmore,85.0,tablet
439,6.0,17.3,131.61,2800.0,Lenovo,569.0,laptop
440,6.0,6.26,128.0,177.04,Xiaomi,291.0,smartphone
441,1.0,10.1,8.0,557.0,eStar,72.5,tablet
442,4.0,15.6,131.61,1970.0,HP,494.0,laptop
443,4.0,15.6,128.0,2100.0,Lenovo,495.0,laptop
444,6.0,6.0,64.0,168.0,MLS,337.0,smartphone
445,8.0,15.6,131.61,1900.0,Asus,793.99,laptop
446,4.0,15.6,128.0,2200.0,Lenovo,499.0,laptop
447,24.0,14.0,512.0,1320.0,Lenovo,2049.0,laptop
448,4.0,15.6,131.61,2100.0,Acer,454.0,laptop
451,1.0,5.0,8.0,149.25,Alcatel,78.5,smartphone
452,4.0,5.85,64.0,164.7,Ulefone,168.95,smartphone
453,8.0,17.3,256.0,2600.0,MSI,1619.0,laptop
455,2.0,10.1,16.0,535.0,TrekStor,113.0,tablet
456,4.0,6.0,64.0,175.0,Sony,430.0,smartphone
457,3.0,5.99,32.0,158.99,Huawei,166.49,smartphone
458,1.0,10.1,8.0,533.0,Bitmore,85.0,tablet
460,2.0,5.0,16.0,155.5,Lenovo,137.61,smartphone
461,2.0,5.7,16.0,155.85,Huawei,110.35,smartphone
462,1.0,7.0,8.0,310.0,Crypto,78.0,tablet
463,8.0,13.3,256.0,1200.0,Toshiba,1375.0,laptop
464,16.0,15.4,256.0,2040.0,Apple,2129.99,laptop
465,1.0,10.1,8.0,590.0,Crypto,102.35,tablet
466,3.0,10.1,32.0,475.0,Huawei,357.0,tablet
467,4.0,5.5,64.0,163.0,Sharp,389.99,smartphone
468,4.85,2.4,131.61,1016.32,Nokia,42.9,smartphone
469,4.0,11.3,1000.0,2100.0,Sony,349.0,console
470,2.0,5.0,16.0,150.5,TP-LINK,114.0,smartphone
471,2.0,11.69,1000.0,2900.0,Microsoft,369.9,console
472,8.0,15.6,256.0,2200.0,Dell,1135.0,laptop
474,4.85,10.1,32.0,570.0,SPC,168.78,tablet
475,4.0,12.5,128.0,1860.0,HP,1196.0,tablet
476,8.0,13.3,256.0,1620.0,Dell,1145.0,laptop
477,8.0,12.0,512.0,920.0,Apple,1179.0,laptop
478,2.0,5.99,16.0,154.995,Motorola,179.84,smartphone
479,4.0,15.6,131.61,2200.0,Lenovo,699.9,laptop
480,1.5,7.0,8.0,283.0,Samsung,152.3,tablet
481,1.0,7.0,8.0,350.0,Archos,79.5,tablet
484,2.0,5.0,16.0,150.5,Lenovo,85.0,smartphone
485,1.0,8.0,8.0,330.0,eStar,74.89,tablet
486,4.0,12.9,512.0,692.0,Apple,1375.0,tablet
487,4.0,5.7,64.0,170.4,Sony,669.79,smartphone
488,3.0,6.1,128.0,176.4,Apple,904.0,smartphone
489,2.0,5.99,16.0,150.995,Zopo,149.0,smartphone
490,4.0,15.6,131.61,2000.0,Toshiba,627.0,laptop
491,16.0,15.6,131.61,2400.0,MSI,1339.0,laptop
492,4.0,15.6,131.61,1850.0,Lenovo,294.0,laptop
493,4.85,1.77,131.61,1016.32,eStar,12.99,smartphone
494,1.0,10.1,8.0,557.0,eStar,72.5,tablet
495,1.0,7.0,16.0,248.0,Lenovo,73.9,tablet
496,3.0,5.2,32.0,161.2,HTC,275.0,smartphone
497,1.0,7.0,8.0,289.0,eStar,61.0,tablet
499,1.0,7.0,8.0,310.0,Crypto,78.0,tablet
500,8.0,13.9,256.0,1330.0,Huawei,1699.0,laptop
501,2.0,10.1,16.0,550.0,Mediacom,165.0,tablet
502,4.0,10.8,32.0,686.5,MLS,346.19,tablet
504,1.0,8.0,8.0,330.0,eStar,74.89,tablet
505,4.85,2.4,131.61,1016.32,Powertech,32.0,smartphone
506,8.0,15.6,256.0,3200.0,Lenovo,1179.0,laptop
507,8.0,13.3,256.0,1420.0,Dell,1635.0,laptop
508,4.85,2.4,131.61,1016.32,Nokia,42.9,smartphone
509,1.0,7.0,8.0,248.0,Lenovo,64.5,tablet
510,2.0,10.1,16.0,535.0,TrekStor,113.0,tablet
511,1.0,5.5,8.0,146.375,Ulefone,65.5,smartphone
512,4.85,11.0,512.0,468.0,Apple,1585.0,tablet
513,8.0,17.3,131.61,3350.0,HP,1128.0,laptop
514,2.0,5.0,16.0,155.5,Samsung,110.95,smartphone
518,3.0,5.2,16.0,155.6,Huawei,209.26,smartphone
519,2.0,5.0,16.0,155.5,Huawei,128.0,smartphone
520,3.0,5.0,32.0,168.0,Sony,164.0,smartphone
521,4.0,15.6,256.0,1800.0,Lenovo,729.0,laptop
522,3.0,5.5,16.0,154.75,Meizu,133.99,smartphone
524,3.0,10.1,32.0,460.0,Huawei,293.88,tablet
525,4.85,1.4,131.61,1016.32,Nokia,20.9,smartphone
526,4.0,15.6,131.61,2200.0,Dell,377.44,laptop
527,8.0,15.6,256.0,2180.0,Dell,986.0,laptop
528,1.0,5.5,8.0,143.375,Ken,77.9,smartphone
529,4.85,7.0,131.61,1016.32,Manta,49.9,tablet
530,2.0,5.0,16.0,155.5,Samsung,114.8,smartphone
531,6.0,5.99,256.0,199.92,Xiaomi,496.0,smartphone
532,4.0,15.6,256.0,1860.0,HP,378.9,laptop
